order,id,spot,u_ppm,th_ppm,th_u,th_wr,u_wr,composition_index,t_sat,th_z_wr,u_z_wr
3192,174737.1,4.1,91,114,1.25,3.6,0.4,1.75,886,31.67,227.5
3193,174737.1,14.1,88,119,1.35,3.6,0.4,1.75,886,33.06,220
3194,174737.1,10.1,166,129,0.78,3.6,0.4,1.75,886,35.83,415
3195,174737.1,16.1,83,134,1.61,3.6,0.4,1.75,886,37.22,207.5
3196,174737.1,8.1,185,282,1.52,3.6,0.4,1.75,886,78.33,462.5
3197,174737.1,9.1,496,296,0.6,3.6,0.4,1.75,886,82.22,1240
3198,174737.1,22.1,352,314,0.89,3.6,0.4,1.75,886,87.22,880
3199,174737.1,3.1,80,341,4.26,3.6,0.4,1.75,886,94.72,200
3200,174737.1,1.1,261,369,1.41,3.6,0.4,1.75,886,102.5,652.5
3201,174737.1,5.2,227,432,1.9,3.6,0.4,1.75,886,120,567.5
3202,174737.1,13.1,519,460,0.89,3.6,0.4,1.75,886,127.78,1297.5
3203,174737.1,23.1,127,489,3.85,3.6,0.4,1.75,886,135.83,317.5
3204,174747.1,17.1,124,66,0.53,0.9,0.2,>,>,73.33,620
3205,174747.1,7.1,82,86,1.05,0.9,0.2,>,>,95.56,410
3206,174747.1,20.1,99,116,1.17,0.9,0.2,>,>,128.89,495
3207,174747.1,25.1,123,162,1.32,0.9,0.2,>,>,180,615
3208,174761.1,4.1,70,58,0.83,46.9,1.6,1.48,878,1.24,43.75
3209,174761.1,10.1,63,60,0.95,46.9,1.6,1.48,878,1.28,39.38
3210,174761.1,6.1,105,73,0.7,46.9,1.6,1.48,878,1.56,65.63
3211,174761.1,14.1,119,103,0.87,46.9,1.6,1.48,878,2.2,74.38
3212,174761.1,16.1,102,108,1.06,46.9,1.6,1.48,878,2.3,63.75
3213,174761.1,7.1,143,112,0.78,46.9,1.6,1.48,878,2.39,89.38
3214,174761.1,18.1,106,117,1.1,46.9,1.6,1.48,878,2.49,66.25
3215,174761.1,2.1,122,118,0.97,46.9,1.6,1.48,878,2.52,76.25
3216,174761.1,8.1,299,126,0.42,46.9,1.6,1.48,878,2.69,186.88
3217,174761.1,5.1,852,143,0.17,46.9,1.6,1.48,878,3.05,532.5
3218,174761.1,3.1,175,150,0.86,46.9,1.6,1.48,878,3.2,109.38
3219,174761.1,11.1,177,171,0.97,46.9,1.6,1.48,878,3.65,110.63
3220,174761.1,17.1,155,187,1.21,46.9,1.6,1.48,878,3.99,96.88
3221,174761.1,19.1,159,205,1.29,46.9,1.6,1.48,878,4.37,99.38
3222,174761.1,15.1,317,291,0.92,46.9,1.6,1.48,878,6.2,198.13
3223,174761.1,1.1,293,298,1.02,46.9,1.6,1.48,878,6.35,183.13
3224,174761.1,13.1,468,559,1.19,46.9,1.6,1.48,878,11.92,292.5
3225,174797.1,2.1,96,70,0.73,1.6,0.4,1.42,801,43.75,240
3226,174797.1,9.1,143,103,0.72,1.6,0.4,1.42,801,64.38,357.5
3227,174797.1,5.1,935,123,0.13,1.6,0.4,1.42,801,76.88,2337.5
3228,174797.1,8.2,151,126,0.83,1.6,0.4,1.42,801,78.75,377.5
3229,174797.1,3.2,173,131,0.76,1.6,0.4,1.42,801,81.88,432.5
3230,174797.1,15.1,301,155,0.51,1.6,0.4,1.42,801,96.88,752.5
3231,174797.1,2.2,131,156,1.19,1.6,0.4,1.42,801,97.5,327.5
3232,174797.1,1.1,150,162,1.08,1.6,0.4,1.42,801,101.25,375
3233,174797.1,15.2,528,185,0.35,1.6,0.4,1.42,801,115.63,1320
3234,174797.1,4.2,214,187,0.87,1.6,0.4,1.42,801,116.88,535
3235,174797.1,1.2,495,193,0.39,1.6,0.4,1.42,801,120.63,1237.5
3236,174797.1,40.1,522,197,0.38,1.6,0.4,1.42,801,123.13,1305
3237,174797.1,27.1,463,199,0.43,1.6,0.4,1.42,801,124.38,1157.5
3238,174797.1,23.1,279,203,0.73,1.6,0.4,1.42,801,126.88,697.5
3239,174797.1,7.2,206,229,1.11,1.6,0.4,1.42,801,143.13,515
3240,174797.1,26.1,341,231,0.68,1.6,0.4,1.42,801,144.38,852.5
3241,174797.1,4.1,296,235,0.79,1.6,0.4,1.42,801,146.88,740
3242,174797.1,14.2,298,237,0.8,1.6,0.4,1.42,801,148.13,745
3243,174797.1,5.2,285,253,0.89,1.6,0.4,1.42,801,158.13,712.5
3244,174797.1,13.1,330,275,0.83,1.6,0.4,1.42,801,171.88,825
3245,174797.1,22.1,209,279,1.33,1.6,0.4,1.42,801,174.38,522.5
3246,174797.1,9.2,286,287,1,1.6,0.4,1.42,801,179.38,715
3247,174797.1,42.1,285,348,1.22,1.6,0.4,1.42,801,217.5,712.5
3248,174797.1,8.1,297,382,1.29,1.6,0.4,1.42,801,238.75,742.5
3249,174797.1,3.1,370,389,1.05,1.6,0.4,1.42,801,243.13,925
3250,174797.1,32.1,710,401,0.56,1.6,0.4,1.42,801,250.63,1775
3251,174797.1,41.1,412,416,1.01,1.6,0.4,1.42,801,260,1030
3252,174797.1,10.2,412,429,1.04,1.6,0.4,1.42,801,268.13,1030
3253,177102.1,11.3,469,576,1.23,4.6,0.77,1.03,777,125.22,609.09
3254,177102.1,11.2,454,776,1.71,4.6,0.77,1.03,777,168.7,589.61
3255,177102.1,11.4,611,778,1.27,4.6,0.77,1.03,777,169.13,793.51
3256,177909.1,8.1,165,69,0.42,15.6,0.56,1.37,732,4.42,294.64
3257,177909.1,27.1,210,87,0.41,15.6,0.56,1.37,732,5.58,375
3258,177909.1,10.1,341,146,0.43,15.6,0.56,1.37,732,9.36,608.93
3259,177909.1,26.1,381,187,0.49,15.6,0.56,1.37,732,11.99,680.36
3260,177909.1,29.1,348,213,0.61,15.6,0.56,1.37,732,13.65,621.43
3261,177909.1,3.1,330,248,0.75,15.6,0.56,1.37,732,15.9,589.29
3262,177909.1,18.1,342,258,0.75,15.6,0.56,1.37,732,16.54,610.71
3263,177909.1,2.1,347,270,0.78,15.6,0.56,1.37,732,17.31,619.64
3264,177909.1,13.1,381,278,0.73,15.6,0.56,1.37,732,17.82,680.36
3265,177909.1,20.1,371,302,0.81,15.6,0.56,1.37,732,19.36,662.5
3266,177909.1,12.1,271,303,1.12,15.6,0.56,1.37,732,19.42,483.93
3267,177909.1,21.1,328,305,0.93,15.6,0.56,1.37,732,19.55,585.71
3268,177909.1,19.1,369,307,0.83,15.6,0.56,1.37,732,19.68,658.93
3269,177909.1,16.1,375,371,0.99,15.6,0.56,1.37,732,23.78,669.64
3270,177909.1,9.1,287,377,1.31,15.6,0.56,1.37,732,24.17,512.5
3271,177909.1,1.1,251,408,1.63,15.6,0.56,1.37,732,26.15,448.21
3272,177913.1,2.1,50,4,0.08,0.5,0.26,1.48,726,8,192.31
3273,177913.1,12.1,74,6,0.08,0.5,0.26,1.48,726,12,284.62
3274,177913.1,10.1,51,7,0.14,0.5,0.26,1.48,726,14,196.15
3275,177913.1,11.1,51,8,0.16,0.5,0.26,1.48,726,16,196.15
3276,177913.1,14.1,90,8,0.09,0.5,0.26,1.48,726,16,346.15
3277,177913.1,8.1,102,9,0.09,0.5,0.26,1.48,726,18,392.31
3278,177913.1,7.1,65,11,0.17,0.5,0.26,1.48,726,22,250
3279,177913.1,13.1,113,12,0.11,0.5,0.26,1.48,726,24,434.62
3280,177913.1,1.1,97,15,0.15,0.5,0.26,1.48,726,30,373.08
3281,177913.1,6.1,116,21,0.18,0.5,0.26,1.48,726,42,446.15
3282,177913.1,9.1,144,21,0.15,0.5,0.26,1.48,726,42,553.85
3283,177913.1,5.1,95,23,0.24,0.5,0.26,1.48,726,46,365.38
3284,177913.1,3.1,87,30,0.34,0.5,0.26,1.48,726,60,334.62
3285,177914.1,26.1,191,18,0.09,4.1,0.73,1.49,763,4.39,261.64
3286,177919.1,7.1,25,8,0.32,2.9,0.69,1.18,795,2.76,36.23
3287,177919.1,11.1,50,20,0.4,2.9,0.69,1.18,795,6.9,72.46
3288,177919.1,12.1,60,21,0.35,2.9,0.69,1.18,795,7.24,86.96
3289,177919.1,16.1,58,24,0.41,2.9,0.69,1.18,795,8.28,84.06
3290,177919.1,3.1,60,24,0.4,2.9,0.69,1.18,795,8.28,86.96
3291,177919.1,9.1,61,25,0.41,2.9,0.69,1.18,795,8.62,88.41
3292,177919.1,6.1,93,49,0.53,2.9,0.69,1.18,795,16.9,134.78
3293,177919.1,2.1,126,50,0.4,2.9,0.69,1.18,795,17.24,182.61
3294,177919.1,19.1,57,52,0.91,2.9,0.69,1.18,795,17.93,82.61
3295,177919.1,13.1,137,54,0.39,2.9,0.69,1.18,795,18.62,198.55
3296,177919.1,17.1,114,65,0.57,2.9,0.69,1.18,795,22.41,165.22
3297,177919.1,8.1,119,69,0.58,2.9,0.69,1.18,795,23.79,172.46
3298,177919.1,14.1,86,73,0.85,2.9,0.69,1.18,795,25.17,124.64
3299,177919.1,20.1,147,83,0.56,2.9,0.69,1.18,795,28.62,213.04
3300,177919.1,15.1,317,185,0.58,2.9,0.69,1.18,795,63.79,459.42
3301,177919.1,10.1,167,306,1.83,2.9,0.69,1.18,795,105.52,242.03
3302,177920.1,19.1,48,29,0.6,3.1,0.57,1.31,774,9.35,84.21
3303,177920.1,16.1,72,31,0.43,3.1,0.57,1.31,774,10,126.32
3304,177920.1,2.1,72,38,0.53,3.1,0.57,1.31,774,12.26,126.32
3305,177920.1,4.1,68,41,0.6,3.1,0.57,1.31,774,13.23,119.3
3306,177920.1,9.1,56,46,0.82,3.1,0.57,1.31,774,14.84,98.25
3307,177920.1,6.1,92,53,0.58,3.1,0.57,1.31,774,17.1,161.4
3308,177920.1,17.1,74,61,0.82,3.1,0.57,1.31,774,19.68,129.82
3309,177920.1,20.1,75,64,0.85,3.1,0.57,1.31,774,20.65,131.58
3310,177920.1,3.1,94,73,0.78,3.1,0.57,1.31,774,23.55,164.91
3311,177920.1,7.1,106,73,0.69,3.1,0.57,1.31,774,23.55,185.96
3312,177920.1,8.1,98,94,0.96,3.1,0.57,1.31,774,30.32,171.93
3313,177920.1,13.1,102,97,0.95,3.1,0.57,1.31,774,31.29,178.95
3314,177920.1,12.1,101,109,1.08,3.1,0.57,1.31,774,35.16,177.19
3315,177920.1,10.1,143,112,0.78,3.1,0.57,1.31,774,36.13,250.88
3316,177920.1,14.1,112,116,1.04,3.1,0.57,1.31,774,37.42,196.49
3317,177920.1,11.1,166,117,0.7,3.1,0.57,1.31,774,37.74,291.23
3318,177920.1,1.1,164,118,0.72,3.1,0.57,1.31,774,38.06,287.72
3319,177920.1,10.2,149,124,0.83,3.1,0.57,1.31,774,40,261.4
3320,177920.1,18.1,120,126,1.05,3.1,0.57,1.31,774,40.65,210.53
3321,177920.1,5.1,175,138,0.79,3.1,0.57,1.31,774,44.52,307.02
3322,177920.1,19.2,162,184,1.14,3.1,0.57,1.31,774,59.35,284.21
3323,177920.1,15.1,180,205,1.14,3.1,0.57,1.31,774,66.13,315.79
3324,177923.1,4.1,23,7,0.3,2.6,0.6,1.56,755,2.69,38.33
3325,177923.1,2.1,46,10,0.22,2.6,0.6,1.56,755,3.85,76.67
3326,177923.1,11.1,37,14,0.38,2.6,0.6,1.56,755,5.38,61.67
3327,177923.1,15.1,37,14,0.38,2.6,0.6,1.56,755,5.38,61.67
3328,177923.1,18.1,47,14,0.3,2.6,0.6,1.56,755,5.38,78.33
3329,177923.1,8.1,42,15,0.36,2.6,0.6,1.56,755,5.77,70
3330,177923.1,13.1,49,15,0.31,2.6,0.6,1.56,755,5.77,81.67
3331,177923.1,7.1,34,16,0.47,2.6,0.6,1.56,755,6.15,56.67
3332,177923.1,14.1,121,26,0.21,2.6,0.6,1.56,755,10,201.67
3333,177923.1,5.1,82,32,0.39,2.6,0.6,1.56,755,12.31,136.67
3334,177923.1,17.1,94,37,0.39,2.6,0.6,1.56,755,14.23,156.67
3335,177923.1,16.1,85,39,0.46,2.6,0.6,1.56,755,15,141.67
3336,177923.1,1.2,125,40,0.32,2.6,0.6,1.56,755,15.38,208.33
3337,177923.1,10.1,262,47,0.18,2.6,0.6,1.56,755,18.08,436.67
3338,177923.1,3.1,149,58,0.39,2.6,0.6,1.56,755,22.31,248.33
3339,177923.1,9.1,144,68,0.47,2.6,0.6,1.56,755,26.15,240
3340,177923.1,12.2,300,113,0.38,2.6,0.6,1.56,755,43.46,500
3341,177927.1,28.1,56,37,0.66,42.6,6.15,1.38,752,0.87,9.11
3342,177927.1,29.1,131,57,0.44,42.6,6.15,1.38,752,1.34,21.3
3343,177927.1,27.1,135,77,0.57,42.6,6.15,1.38,752,1.81,21.95
3344,177927.1,23.1,121,95,0.79,42.6,6.15,1.38,752,2.23,19.67
3345,177927.1,30.1,136,104,0.76,42.6,6.15,1.38,752,2.44,22.11
3346,177927.1,13.1,208,115,0.55,42.6,6.15,1.38,752,2.7,33.82
3347,177927.1,12.1,125,128,1.02,42.6,6.15,1.38,752,3,20.33
3348,177927.1,10.1,228,135,0.59,42.6,6.15,1.38,752,3.17,37.07
3349,177927.1,9.1,274,190,0.69,42.6,6.15,1.38,752,4.46,44.55
3350,177927.1,24.1,187,218,1.17,42.6,6.15,1.38,752,5.12,30.41
3351,177927.1,5.1,190,250,1.32,42.6,6.15,1.38,752,5.87,30.89
3352,177927.1,20.1,205,343,1.67,42.6,6.15,1.38,752,8.05,33.33
3353,177927.1,19.1,217,364,1.68,42.6,6.15,1.38,752,8.54,35.28
3354,177927.1,11.1,597,462,0.77,42.6,6.15,1.38,752,10.85,97.07
3355,177927.1,7.1,364,506,1.39,42.6,6.15,1.38,752,11.88,59.19
3356,177927.1,8.1,417,933,2.24,42.6,6.15,1.38,752,21.9,67.8
3357,177928.1,10.1,35,30,0.86,75.9,6.72,1.39,795,0.4,5.21
3358,177928.1,7.1,37,39,1.05,75.9,6.72,1.39,795,0.51,5.51
3359,177928.1,12.1,79,98,1.24,75.9,6.72,1.39,795,1.29,11.76
3360,177928.1,13.1,82,111,1.35,75.9,6.72,1.39,795,1.46,12.2
3361,177928.1,11.1,132,116,0.88,75.9,6.72,1.39,795,1.53,19.64
3362,177928.1,9.1,143,119,0.83,75.9,6.72,1.39,795,1.57,21.28
3363,177928.1,1.1,133,135,1.02,75.9,6.72,1.39,795,1.78,19.79
3364,177928.1,2.1,57,144,2.53,75.9,6.72,1.39,795,1.9,8.48
3365,177928.1,8.2,223,180,0.81,75.9,6.72,1.39,795,2.37,33.18
3366,177928.1,4.1,199,195,0.98,75.9,6.72,1.39,795,2.57,29.61
3367,177928.1,14.1,158,237,1.5,75.9,6.72,1.39,795,3.12,23.51
3368,177928.1,15.1,151,313,2.07,75.9,6.72,1.39,795,4.12,22.47
3369,177931.1,14.1,197,124,0.63,16.1,6.87,1.41,706,7.7,28.68
3370,177931.1,15.1,143,125,0.87,16.1,6.87,1.41,706,7.76,20.82
3371,177931.1,5.1,252,203,0.81,16.1,6.87,1.41,706,12.61,36.68
3372,177931.1,10.1,295,208,0.71,16.1,6.87,1.41,706,12.92,42.94
3373,177932.1,6.1,49,45,0.92,29.3,5.82,1.4,787,1.54,8.42
3374,177932.1,14.1,18,54,3,29.3,5.82,1.4,787,1.84,3.09
3375,177932.1,9.1,207,63,0.3,29.3,5.82,1.4,787,2.15,35.57
3376,177932.1,2.1,64,80,1.25,29.3,5.82,1.4,787,2.73,11
3377,177932.1,13.1,262,99,0.38,29.3,5.82,1.4,787,3.38,45.02
3378,177932.1,17.1,157,117,0.75,29.3,5.82,1.4,787,3.99,26.98
3379,177932.1,12.1,137,121,0.88,29.3,5.82,1.4,787,4.13,23.54
3380,177932.1,10.1,135,129,0.96,29.3,5.82,1.4,787,4.4,23.2
3381,177932.1,3.1,147,141,0.96,29.3,5.82,1.4,787,4.81,25.26
3382,177932.1,8.1,149,156,1.05,29.3,5.82,1.4,787,5.32,25.6
3383,177932.1,4.1,149,192,1.29,29.3,5.82,1.4,787,6.55,25.6
3384,177933.1,20.1,129,63,0.49,16.9,2.68,1.58,764,3.73,48.13
3385,177933.1,16.1,107,64,0.6,16.9,2.68,1.58,764,3.79,39.93
3386,177933.1,17.1,135,67,0.5,16.9,2.68,1.58,764,3.96,50.37
3387,177933.1,9.1,141,71,0.5,16.9,2.68,1.58,764,4.2,52.61
3388,177933.1,28.1,130,73,0.56,16.9,2.68,1.58,764,4.32,48.51
3389,177933.1,22.1,167,89,0.53,16.9,2.68,1.58,764,5.27,62.31
3390,177933.1,26.1,171,101,0.59,16.9,2.68,1.58,764,5.98,63.81
3391,177933.1,27.1,193,114,0.59,16.9,2.68,1.58,764,6.75,72.01
3392,177933.1,21.1,201,116,0.58,16.9,2.68,1.58,764,6.86,75
3393,177933.1,24.1,212,121,0.57,16.9,2.68,1.58,764,7.16,79.1
3394,177933.1,18.1,197,123,0.62,16.9,2.68,1.58,764,7.28,73.51
3395,177933.1,5.1,223,125,0.56,16.9,2.68,1.58,764,7.4,83.21
3396,177933.1,3.1,208,132,0.63,16.9,2.68,1.58,764,7.81,77.61
3397,177933.1,11.1,222,137,0.62,16.9,2.68,1.58,764,8.11,82.84
3398,177933.1,23.1,177,141,0.8,16.9,2.68,1.58,764,8.34,66.04
3399,177933.1,19.1,264,141,0.53,16.9,2.68,1.58,764,8.34,98.51
3400,177933.1,12.1,244,156,0.64,16.9,2.68,1.58,764,9.23,91.04
3401,177933.1,6.1,323,168,0.52,16.9,2.68,1.58,764,9.94,120.52
3402,178024.1,27.1,100,54,0.54,12.6,2.5,1.58,778,4.29,40
3403,178024.1,21.1,101,85,0.84,12.6,2.5,1.58,778,6.75,40.4
3404,178024.1,26.1,120,104,0.87,12.6,2.5,1.58,778,8.25,48
3405,178024.1,9.1,177,104,0.59,12.6,2.5,1.58,778,8.25,70.8
3406,178024.1,15.1,132,117,0.89,12.6,2.5,1.58,778,9.29,52.8
3407,178024.1,25.1,161,135,0.84,12.6,2.5,1.58,778,10.71,64.4
3408,178024.1,24.1,197,140,0.71,12.6,2.5,1.58,778,11.11,78.8
3409,178024.1,5.1,157,142,0.9,12.6,2.5,1.58,778,11.27,62.8
3410,178024.1,3.1,166,142,0.86,12.6,2.5,1.58,778,11.27,66.4
3411,178024.1,19.1,171,150,0.88,12.6,2.5,1.58,778,11.9,68.4
3412,178024.1,22.1,176,153,0.87,12.6,2.5,1.58,778,12.14,70.4
3413,178024.1,20.1,225,157,0.7,12.6,2.5,1.58,778,12.46,90
3414,178024.1,1.1,125,160,1.28,12.6,2.5,1.58,778,12.7,50
3415,178024.1,11.1,175,163,0.93,12.6,2.5,1.58,778,12.94,70
3416,178024.1,6.1,192,168,0.88,12.6,2.5,1.58,778,13.33,76.8
3417,178024.1,13.1,237,182,0.77,12.6,2.5,1.58,778,14.44,94.8
3418,178024.1,10.1,177,195,1.1,12.6,2.5,1.58,778,15.48,70.8
3419,178024.1,17.1,240,202,0.84,12.6,2.5,1.58,778,16.03,96
3420,178024.1,8.1,193,203,1.05,12.6,2.5,1.58,778,16.11,77.2
3421,178024.1,18.1,165,211,1.28,12.6,2.5,1.58,778,16.75,66
3422,178024.1,14.1,321,228,0.71,12.6,2.5,1.58,778,18.1,128.4
3423,178024.1,2.1,206,238,1.16,12.6,2.5,1.58,778,18.89,82.4
3424,178024.1,12.1,171,249,1.46,12.6,2.5,1.58,778,19.76,68.4
3425,178024.1,4.1,204,255,1.25,12.6,2.5,1.58,778,20.24,81.6
3426,178024.1,16.1,419,270,0.64,12.6,2.5,1.58,778,21.43,167.6
3427,178024.1,7.1,250,340,1.36,12.6,2.5,1.58,778,26.98,100
3428,178024.1,23.1,379,381,1.01,12.6,2.5,1.58,778,30.24,151.6
3429,178025.1,20.1,96,65,0.68,26.9,4.6,1.35,736,2.42,20.87
3430,178025.1,6.1,186,86,0.46,26.9,4.6,1.35,736,3.2,40.43
3431,178025.1,19.1,180,90,0.5,26.9,4.6,1.35,736,3.35,39.13
3432,178025.1,25.1,142,91,0.64,26.9,4.6,1.35,736,3.38,30.87
3433,178025.1,22.1,106,101,0.95,26.9,4.6,1.35,736,3.75,23.04
3434,178025.1,24.1,182,106,0.58,26.9,4.6,1.35,736,3.94,39.57
3435,178025.1,17.1,150,121,0.81,26.9,4.6,1.35,736,4.5,32.61
3436,178025.1,27.1,165,121,0.73,26.9,4.6,1.35,736,4.5,35.87
3437,178025.1,28.1,204,141,0.69,26.9,4.6,1.35,736,5.24,44.35
3438,178025.1,23.1,265,142,0.54,26.9,4.6,1.35,736,5.28,57.61
3439,178025.1,31.1,224,148,0.66,26.9,4.6,1.35,736,5.5,48.7
3440,178025.1,26.1,162,151,0.93,26.9,4.6,1.35,736,5.61,35.22
3441,178025.1,9.1,171,153,0.89,26.9,4.6,1.35,736,5.69,37.17
3442,178025.1,30.1,189,170,0.9,26.9,4.6,1.35,736,6.32,41.09
3443,178025.1,13.1,232,172,0.74,26.9,4.6,1.35,736,6.39,50.43
3444,178025.1,32.1,226,175,0.77,26.9,4.6,1.35,736,6.51,49.13
3445,178025.1,14.1,277,179,0.65,26.9,4.6,1.35,736,6.65,60.22
3446,178025.1,2.1,277,186,0.67,26.9,4.6,1.35,736,6.91,60.22
3447,178025.1,16.1,315,202,0.64,26.9,4.6,1.35,736,7.51,68.48
3448,178025.1,12.1,224,215,0.96,26.9,4.6,1.35,736,7.99,48.7
3449,178025.1,4.1,239,220,0.92,26.9,4.6,1.35,736,8.18,51.96
3450,178025.1,8.1,289,225,0.78,26.9,4.6,1.35,736,8.36,62.83
3451,178025.1,18.1,274,228,0.83,26.9,4.6,1.35,736,8.48,59.57
3452,178025.1,5.1,310,228,0.74,26.9,4.6,1.35,736,8.48,67.39
3453,178025.1,15.1,257,233,0.91,26.9,4.6,1.35,736,8.66,55.87
3454,178025.1,10.1,271,257,0.95,26.9,4.6,1.35,736,9.55,58.91
3455,178025.1,11.1,323,270,0.84,26.9,4.6,1.35,736,10.04,70.22
3456,178025.1,7.1,332,323,0.97,26.9,4.6,1.35,736,12.01,72.17
3457,178025.1,21.1,404,334,0.83,26.9,4.6,1.35,736,12.42,87.83
3458,178025.1,33.1,420,415,0.99,26.9,4.6,1.35,736,15.43,91.3
3459,178027.1,10.1,495,13,0.03,32.5,6.4,1.27,765,0.4,77.34
3460,178027.1,3.1,496,15,0.03,32.5,6.4,1.27,765,0.46,77.5
3461,178027.1,5.1,534,17,0.03,32.5,6.4,1.27,765,0.52,83.44
3462,178027.1,25.1,649,17,0.03,32.5,6.4,1.27,765,0.52,101.41
3463,178027.1,15.1,608,18,0.03,32.5,6.4,1.27,765,0.55,95
3464,178027.1,6.1,829,22,0.03,32.5,6.4,1.27,765,0.68,129.53
3465,178027.1,8.1,814,23,0.03,32.5,6.4,1.27,765,0.71,127.19
3466,178027.1,9.1,534,26,0.05,32.5,6.4,1.27,765,0.8,83.44
3467,178027.1,23.1,675,27,0.04,32.5,6.4,1.27,765,0.83,105.47
3468,178027.1,14.1,655,29,0.04,32.5,6.4,1.27,765,0.89,102.34
3469,178027.1,24.1,838,42,0.05,32.5,6.4,1.27,765,1.29,130.94
3470,178027.1,13.1,573,45,0.08,32.5,6.4,1.27,765,1.38,89.53
3471,178029.1,13.1,341,27,0.08,49,6,1.21,792,0.55,56.83
3472,178029.1,23.1,66,74,1.12,49,6,1.21,792,1.51,11
3473,178029.1,16.1,246,99,0.4,49,6,1.21,792,2.02,41
3474,178029.1,2.1,211,114,0.54,49,6,1.21,792,2.33,35.17
3475,178029.1,22.1,126,118,0.94,49,6,1.21,792,2.41,21
3476,178029.1,9.1,273,131,0.48,49,6,1.21,792,2.67,45.5
3477,178029.1,10.1,115,137,1.19,49,6,1.21,792,2.8,19.17
3478,178029.1,3.1,269,138,0.51,49,6,1.21,792,2.82,44.83
3479,178029.1,25.1,533,140,0.26,49,6,1.21,792,2.86,88.83
3480,178029.1,1.1,135,144,1.07,49,6,1.21,792,2.94,22.5
3481,178029.1,6.1,141,146,1.04,49,6,1.21,792,2.98,23.5
3482,178029.1,5.1,93,149,1.6,49,6,1.21,792,3.04,15.5
3483,178029.1,11.1,346,152,0.44,49,6,1.21,792,3.1,57.67
3484,178029.1,12.1,258,157,0.61,49,6,1.21,792,3.2,43
3485,178029.1,24.1,438,157,0.36,49,6,1.21,792,3.2,73
3486,178029.1,18.1,114,159,1.39,49,6,1.21,792,3.24,19
3487,178029.1,21.1,329,160,0.49,49,6,1.21,792,3.27,54.83
3488,178029.1,8.1,156,196,1.26,49,6,1.21,792,4,26
3489,178029.1,4.1,134,248,1.85,49,6,1.21,792,5.06,22.33
3490,178029.1,15.1,520,249,0.48,49,6,1.21,792,5.08,86.67
3491,178029.1,7.1,131,250,1.91,49,6,1.21,792,5.1,21.83
3492,178029.1,14.1,132,252,1.91,49,6,1.21,792,5.14,22
3493,178029.1,17.1,182,380,2.09,49,6,1.21,792,7.76,30.33
3494,178029.1,20.1,203,405,2,49,6,1.21,792,8.27,33.83
3495,178030.1,14.1,405,36,0.09,24.8,2.1,1.34,806,1.45,192.86
3496,178030.1,11.1,195,57,0.29,24.8,2.1,1.34,806,2.3,92.86
3497,178030.1,6.1,157,73,0.46,24.8,2.1,1.34,806,2.94,74.76
3498,178030.1,18.1,243,89,0.37,24.8,2.1,1.34,806,3.59,115.71
3499,178030.1,4.1,256,89,0.35,24.8,2.1,1.34,806,3.59,121.9
3500,178030.1,13.1,138,92,0.67,24.8,2.1,1.34,806,3.71,65.71
3501,178030.1,16.1,189,92,0.49,24.8,2.1,1.34,806,3.71,90
3502,178030.1,12.1,330,123,0.37,24.8,2.1,1.34,806,4.96,157.14
3503,178030.1,17.1,372,124,0.33,24.8,2.1,1.34,806,5,177.14
3504,178030.1,21.1,274,125,0.46,24.8,2.1,1.34,806,5.04,130.48
3505,178030.1,19.1,216,126,0.58,24.8,2.1,1.34,806,5.08,102.86
3506,178030.1,22.1,288,126,0.44,24.8,2.1,1.34,806,5.08,137.14
3507,178030.1,23.1,246,127,0.52,24.8,2.1,1.34,806,5.12,117.14
3508,178030.1,7.1,480,137,0.29,24.8,2.1,1.34,806,5.52,228.57
3509,178030.1,15.1,263,143,0.54,24.8,2.1,1.34,806,5.77,125.24
3510,178030.1,3.1,332,147,0.44,24.8,2.1,1.34,806,5.93,158.1
3511,178030.1,10.1,198,151,0.76,24.8,2.1,1.34,806,6.09,94.29
3512,178030.1,2.1,374,163,0.44,24.8,2.1,1.34,806,6.57,178.1
3513,178030.1,5.1,517,178,0.34,24.8,2.1,1.34,806,7.18,246.19
3514,178030.1,9.1,303,198,0.65,24.8,2.1,1.34,806,7.98,144.29
3515,178030.1,24.1,332,204,0.61,24.8,2.1,1.34,806,8.23,158.1
3516,178030.1,8.1,291,205,0.7,24.8,2.1,1.34,806,8.27,138.57
3517,178030.1,25.1,255,206,0.81,24.8,2.1,1.34,806,8.31,121.43
3518,178030.1,1.1,350,256,0.73,24.8,2.1,1.34,806,10.32,166.67
3519,178030.1,20.1,202,261,1.29,24.8,2.1,1.34,806,10.52,96.19
3520,178101.1,4.1,42,34,0.81,27.57,7.029,1.4,814,1.23,5.98
3521,178101.1,33.1,36,35,0.97,27.57,7.029,1.4,814,1.27,5.12
3522,178101.1,7.1,48,43,0.9,27.57,7.029,1.4,814,1.56,6.83
3523,178101.1,30.1,62,46,0.74,27.57,7.029,1.4,814,1.67,8.82
3524,178101.1,10.1,57,51,0.89,27.57,7.029,1.4,814,1.85,8.11
3525,178101.1,13.1,62,56,0.9,27.57,7.029,1.4,814,2.03,8.82
3526,178101.1,16.1,51,57,1.12,27.57,7.029,1.4,814,2.07,7.26
3527,178101.1,19.1,69,57,0.83,27.57,7.029,1.4,814,2.07,9.82
3528,178101.1,8.1,88,57,0.65,27.57,7.029,1.4,814,2.07,12.52
